24 	2.43128e-06 	1.40515e-06 	1.798e-06 	1.4624e-05 	
32 	4.40941e-06 	2.19997e-06 	3.361e-06 	1.7848e-05 	
48 	7.24417e-06 	2.19325e-06 	6.361e-06 	1.9022e-05 	
64 	1.18192e-05 	1.9633e-06 	1.1286e-05 	2.3028e-05 	
96 	2.63734e-05 	3.2982e-06 	2.5379e-05 	4.5731e-05 	
128 	4.54435e-05 	1.56133e-06 	4.4928e-05 	5.7477e-05 	
192 	0.000108024 	1.11641e-05 	0.000100998 	0.000161377 	
256 	0.000194928 	1.74328e-05 	0.00017968 	0.000260878 	
384 	0.000441629 	2.88524e-05 	0.000404667 	0.000590395 	
512 	0.000793744 	5.56274e-05 	0.000725789 	0.00115366 	
768 	0.00175489 	0.000128496 	0.00167509 	0.00251204 	
1024 	0.00309818 	0.000171795 	0.00293845 	0.00373774 	
1536 	0.00677818 	0.000153674 	0.00663265 	0.0073999 	
2048 	0.0122002 	0.000700604 	0.0118775 	0.0189192 	
3072 	0.0275524 	0.00136089 	0.0271725 	0.0394844 	
4096 	0.0492113 	0.00309408 	0.0480555 	0.0775253 	
