24 	1.83269e-06 	8.91808e-07 	1.615e-06 	1.0636e-05 	
32 	3.17365e-06 	1.25284e-06 	2.832e-06 	1.1965e-05 	
48 	6.61796e-06 	9.39662e-07 	6.218e-06 	1.5659e-05 	
64 	1.16073e-05 	1.20418e-06 	1.1173e-05 	2.1059e-05 	
96 	2.60984e-05 	1.0258e-06 	2.5646e-05 	3.5864e-05 	
128 	4.63564e-05 	1.19767e-06 	4.5845e-05 	5.723e-05 	
192 	0.00011419 	7.25231e-06 	0.000104127 	0.00015355 	
256 	0.000194817 	1.24412e-05 	0.000183999 	0.00025731 	
384 	0.00043319 	2.51437e-05 	0.000414934 	0.000524145 	
512 	0.000752804 	3.09161e-05 	0.000733949 	0.000881814 	
768 	0.00173384 	7.71477e-05 	0.00167618 	0.00217641 	
1024 	0.00301638 	7.92186e-05 	0.00297097 	0.00331902 	
1536 	0.00684376 	0.000237717 	0.00665033 	0.00743447 	
2048 	0.011988 	0.000160654 	0.011897 	0.0131179 	
3072 	0.0277329 	0.000810086 	0.0273297 	0.0318436 	
4096 	0.0490008 	0.000792108 	0.0486067 	0.0525097 	
